Id,LotArea,Street,Utilities,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,SaleCondition,SalePrice
1211,11218,Pave,AllPub,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,Wd Sdng,Normal,189000
1212,12134,Pave,AllPub,Norm,1Fam,1.5Fin,8,7,1988,Gable,CompShg,Wd Sdng,Normal,164000
1213,9340,Pave,AllPub,Norm,1Fam,1Story,4,6,1941,Hip,CompShg,MetalSd,Normal,113000
1214,10246,Pave,AllPub,Norm,1Fam,SLvl,4,9,1965,Gable,CompShg,VinylSd,Normal,145000
1215,10205,Pave,AllPub,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,Normal,134500
1216,7094,Pave,AllPub,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,VinylSd,Normal,125000
1217,8930,Pave,AllPub,RRAe,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,Normal,112000
1218,8640,Pave,AllPub,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,CemntBd,Partial,229456
1219,6240,Pave,AllPub,Norm,1Fam,1.5Fin,4,5,1947,Gable,CompShg,AsbShng,Normal,80500
1220,1680,Pave,AllPub,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,Abnorml,91500
1221,7800,Pave,AllPub,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Abnorml,115000
1222,8250,Pave,AllPub,Feedr,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,Normal,134000
1223,10496,Pave,AllPub,Artery,1Fam,1.5Fin,6,6,1949,Gable,CompShg,Wd Sdng,Normal,143000
1224,10680,Pave,AllPub,Norm,1Fam,1Story,5,3,1951,Hip,CompShg,Wd Sdng,Normal,137900
1225,15384,Pave,AllPub,RRAn,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,184000
1226,10482,Pave,AllPub,Norm,1Fam,SLvl,6,8,1958,Hip,CompShg,VinylSd,Normal,145000
1227,14598,Pave,AllPub,Feedr,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,Normal,214000
1228,8872,Pave,AllPub,Norm,1Fam,1Story,5,8,1965,Gable,CompShg,VinylSd,Normal,147000
1229,8769,Pave,AllPub,Norm,TwnhsE,1Story,9,5,2008,Hip,CompShg,MetalSd,Partial,367294
1230,7910,Pave,AllPub,Norm,1Fam,SLvl,5,5,1960,Hip,CompShg,BrkFace,Normal,127000
1231,18890,Pave,AllPub,Feedr,Duplex,1.5Fin,5,5,1977,Shed,CompShg,Plywood,Normal,190000
1232,7728,Pave,AllPub,Norm,Duplex,SLvl,5,6,1962,Hip,CompShg,Wd Sdng,Normal,132500
1233,9842,Pave,AllPub,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,Normal,101800
1234,12160,Pave,AllPub,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,Plywood,Abnorml,142000
1235,8525,Pave,AllPub,Norm,1Fam,2Story,5,6,1911,Gable,CompShg,MetalSd,Abnorml,130000
1236,13132,Pave,AllPub,Norm,1Fam,2Story,5,5,1914,Gable,CompShg,Wd Sdng,Normal,138887
1237,2628,Pave,AllPub,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,175500
1238,12393,Pave,AllPub,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,195000
1239,13072,Pave,AllPub,RRAe,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,Abnorml,142500
1240,9037,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,Normal,265900
1241,8158,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,224900
1242,9849,Pave,AllPub,Norm,1Fam,1Story,7,6,2007,Hip,CompShg,VinylSd,Partial,248328
1243,10625,Pave,AllPub,Norm,1Fam,SFoyer,7,6,1974,Gable,CompShg,Plywood,Family,170000
1244,13891,Pave,AllPub,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,Partial,465000
1245,11435,Pave,AllPub,Norm,1Fam,2Story,8,7,1929,Gable,CompShg,BrkFace,Normal,230000
1246,12090,Pave,AllPub,Norm,1Fam,SLvl,6,7,1984,Hip,CompShg,VinylSd,Abnorml,178000
1247,8125,Pave,AllPub,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,Partial,186500
1248,12328,Pave,AllPub,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,Normal,169900
1249,9600,Pave,AllPub,Norm,1Fam,2.5Unf,6,5,1917,Gable,CompShg,AsbShng,Normal,129500
1250,7200,Pave,AllPub,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,Normal,119000
1251,11160,Pave,AllPub,Norm,1Fam,1Story,7,5,1968,Hip,CompShg,BrkFace,Normal,244000
1252,3136,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Normal,171750
1253,9858,Pave,AllPub,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,HdBoard,Normal,130000
1254,17542,Pave,AllPub,Norm,1Fam,2Story,7,7,1974,Gable,CompShg,Wd Sdng,Normal,294000
1255,6931,Pave,AllPub,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,165400
1256,6240,Pave,AllPub,Norm,1Fam,1.5Fin,6,6,1931,Gable,CompShg,Wd Sdng,Normal,127500
1257,14303,Pave,AllPub,Norm,1Fam,1Story,8,5,1994,Hip,CompShg,HdBoard,Normal,301500
1258,4060,Pave,AllPub,Feedr,1Fam,1Story,5,8,1922,Gable,CompShg,Wd Sdng,Normal,99900
1259,9587,Pave,AllPub,Norm,1Fam,SLvl,7,5,2005,Gable,CompShg,VinylSd,Normal,190000
1260,9750,Pave,AllPub,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,HdBoard,Normal,151000
1261,24682,Pave,AllPub,RRAn,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,Normal,181000
1262,9600,Pave,AllPub,Norm,1Fam,1Story,5,6,1956,Hip,CompShg,MetalSd,Normal,128900
1263,11250,Pave,AllPub,Norm,1Fam,1.5Fin,4,5,1957,Gable,CompShg,Wd Sdng,Normal,161500
1264,13515,Pave,AllPub,Norm,1Fam,2Story,6,6,1919,Gambrel,CompShg,Wd Sdng,Normal,180500
1265,4060,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1998,Gable,CompShg,MetalSd,Abnorml,181000
1266,3735,Pave,AllPub,Norm,TwnhsE,2Story,7,5,1999,Hip,CompShg,MetalSd,Normal,183900
1267,10120,Pave,AllPub,Feedr,2fmCon,2.5Unf,7,4,1910,Hip,CompShg,Wd Sdng,Normal,122000
1268,13214,Pave,AllPub,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,Stucco,Normal,378500
1269,14100,Pave,AllPub,Norm,1Fam,1.5Fin,8,9,1935,Gable,CompShg,Stucco,Normal,381000
1270,11344,Pave,AllPub,Feedr,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,Normal,144000
1271,23595,Pave,AllPub,Norm,1Fam,1Story,7,6,1979,Shed,WdShake,Plywood,Normal,260000
1272,9156,Pave,AllPub,PosN,1Fam,1Story,6,7,1968,Hip,CompShg,BrkFace,Normal,185750
1273,13526,Pave,AllPub,Norm,1Fam,1Story,5,6,1965,Hip,CompShg,HdBoard,Normal,137000
1274,11512,Pave,AllPub,Norm,1Fam,SLvl,6,7,1959,Gable,CompShg,Plywood,Normal,177000
1275,5362,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1910,Gable,CompShg,Wd Sdng,Normal,139000
1276,11345,Pave,AllPub,Feedr,Duplex,2Story,5,5,1948,Gable,Roll,AsbShng,Normal,137000
1277,12936,Pave,AllPub,Norm,1Fam,2Story,6,6,1972,Gable,CompShg,HdBoard,Normal,162000
1278,17871,Pave,AllPub,Norm,1Fam,SLvl,6,5,1967,Gable,CompShg,HdBoard,Normal,197900
1279,9473,Pave,AllPub,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,Normal,237000
1280,7500,Pave,AllPub,Norm,1Fam,1.5Fin,4,4,1920,Gable,CompShg,MetalSd,Abnorml,68400
1281,9808,Pave,AllPub,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,Normal,227000
1282,8049,Pave,AllPub,Norm,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,Normal,180000
1283,8800,Pave,AllPub,Norm,1Fam,1Story,5,7,1977,Gable,CompShg,HdBoard,Normal,150500
1284,9400,Pave,AllPub,Norm,Duplex,2Story,6,5,1971,Mansard,CompShg,MetalSd,Normal,139000
1285,9638,Pave,AllPub,Feedr,1Fam,1.5Fin,6,7,1919,Gable,CompShg,Wd Sdng,Normal,169000
1286,6000,Pave,AllPub,Norm,1Fam,1.5Fin,6,6,1939,Gable,CompShg,MetalSd,Normal,132500
1287,9790,Pave,AllPub,Feedr,1Fam,1Story,6,5,1963,Hip,CompShg,HdBoard,Normal,143000
1288,36500,Pave,AllPub,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Normal,190000
1289,5664,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2000,Gable,CompShg,CemntBd,Normal,278000
1290,11065,Pave,AllPub,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,Partial,281000
1291,14112,Pave,AllPub,Norm,1Fam,SLvl,5,7,1964,Hip,CompShg,Wd Sdng,Normal,180500
1292,1680,Pave,AllPub,Norm,Twnhs,2Story,5,7,1972,Gable,CompShg,CemntBd,Normal,119500
1293,6600,Pave,AllPub,Norm,1Fam,2Story,5,4,1892,Gable,CompShg,Wd Sdng,Normal,107500
1294,10140,Pave,AllPub,Norm,1Fam,2Story,7,5,1976,Gable,CompShg,HdBoard,Normal,162900
1295,8172,Pave,AllPub,Norm,1Fam,1Story,5,7,1955,Hip,CompShg,WdShing,Normal,115000
1296,8400,Pave,AllPub,Feedr,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,Normal,138500
1297,8700,Pave,AllPub,Norm,1Fam,1Story,5,6,1963,Hip,CompShg,MetalSd,Normal,155000
1298,3675,Pave,AllPub,Norm,TwnhsE,SFoyer,6,5,2005,Gable,CompShg,VinylSd,Partial,140000
1299,63887,Pave,AllPub,Feedr,1Fam,2Story,10,5,2008,Hip,ClyTile,Stucco,Partial,160000
1300,7500,Pave,AllPub,Norm,1Fam,1Story,5,7,1959,Hip,CompShg,BrkFace,Normal,154000
1301,10762,Pave,AllPub,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,Normal,225000
1302,7500,Pave,AllPub,Norm,1Fam,2Story,6,7,1942,Gable,CompShg,Wd Sdng,Normal,177500
1303,10120,Pave,AllPub,Norm,1Fam,2Story,8,5,1994,Hip,CompShg,VinylSd,Normal,290000
1304,8688,Pave,AllPub,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,232000
1305,3363,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,130000
1306,13173,Pave,AllPub,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,Normal,325000
1307,6955,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Partial,202500
1308,8072,Pave,AllPub,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,Normal,138000
1309,12000,Pave,AllPub,Norm,1Fam,1Story,5,7,1948,Gable,CompShg,MetalSd,Normal,147000
1310,7153,Pave,AllPub,Norm,1Fam,1Story,6,5,1991,Gable,CompShg,HdBoard,Normal,179200
1311,17500,Pave,AllPub,PosA,1Fam,1Story,7,8,1959,Gable,CompShg,BrkFace,Normal,335000
1312,8814,Pave,AllPub,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,Partial,203000
1313,9572,Pave,AllPub,Norm,1Fam,2Story,8,5,1990,Gable,CompShg,Wd Sdng,Normal,302000
1314,14774,Pave,AllPub,Norm,1Fam,2Story,9,5,1999,Gable,CompShg,VinylSd,Normal,333168
1315,8190,Pave,AllPub,Norm,1Fam,1Story,4,6,1954,Hip,CompShg,Wd Sdng,Normal,119000
1316,11075,Pave,AllPub,Norm,1Fam,2Story,6,5,1969,Gable,CompShg,HdBoard,Normal,206900
1317,10226,Pave,AllPub,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,Normal,295493
1318,4230,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,Partial,208900
1319,14781,Pave,AllPub,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,Normal,275000
1320,10215,Pave,AllPub,Norm,1Fam,1Story,4,5,1954,Hip,CompShg,Wd Sdng,Normal,111000
1321,8400,Pave,AllPub,Norm,1Fam,1Story,6,3,1957,Hip,CompShg,BrkFace,Normal,156500
1322,6627,Pave,AllPub,Feedr,1Fam,1Story,3,6,1949,Hip,CompShg,VinylSd,Normal,72500
1323,10186,Pave,AllPub,Norm,1Fam,2Story,7,5,1992,Gable,CompShg,HdBoard,Normal,190000
1324,5330,Pave,AllPub,Norm,1Fam,1Story,4,7,1940,Hip,CompShg,VinylSd,Normal,82500
1325,9986,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Partial,147000
1326,3636,Pave,AllPub,Norm,1Fam,1Story,4,4,1922,Gable,CompShg,AsbShng,Normal,55000
1327,4270,Pave,AllPub,Norm,1Fam,1Story,3,6,1931,Gable,CompShg,MetalSd,Normal,79000
1328,6600,Pave,AllPub,Norm,1Fam,1Story,5,9,1982,Gable,CompShg,VinylSd,Normal,130500
1329,10440,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,BrkFace,Normal,256000
1330,9084,Pave,AllPub,Norm,1Fam,2Story,7,5,1998,Hip,CompShg,VinylSd,Normal,176500
1331,10000,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,Normal,227000
1332,10780,Pave,AllPub,Norm,1Fam,SLvl,5,5,1976,Gable,CompShg,MetalSd,Normal,132500
1333,8877,Pave,AllPub,Norm,1Fam,1Story,4,6,1938,Gable,CompShg,MetalSd,Normal,100000
1334,7200,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1938,Gable,CompShg,Wd Sdng,Normal,125500
1335,2368,Pave,AllPub,Norm,TwnhsE,2Story,5,6,1970,Gable,CompShg,HdBoard,Normal,125000
1336,9650,Pave,AllPub,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,Normal,167900
1337,9246,Pave,AllPub,Feedr,Duplex,1Story,5,5,1973,Gable,CompShg,Plywood,Normal,135000
1338,4118,Pave,AllPub,Feedr,1Fam,1Story,4,4,1941,Gable,CompShg,Wd Sdng,Normal,52500
1339,13450,Pave,AllPub,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,Normal,200000
1340,9560,Pave,AllPub,Norm,1Fam,1Story,5,7,1972,Hip,CompShg,MetalSd,Normal,128500
1341,8294,Pave,AllPub,Norm,1Fam,1Story,4,5,1971,Gable,CompShg,MetalSd,Normal,123000
1342,13695,Pave,AllPub,RRAe,1Fam,1Story,6,5,2003,Gable,CompShg,VinylSd,Normal,155000
1343,9375,Pave,AllPub,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,Normal,228500
1344,7558,Pave,AllPub,Norm,1Fam,1.5Fin,6,6,1928,Gable,CompShg,BrkFace,Normal,177000
1345,11103,Pave,AllPub,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,Partial,155835
1346,6000,Pave,AllPub,Norm,1Fam,1Story,4,4,1920,Hip,CompShg,MetalSd,Normal,108500
1347,20781,Pave,AllPub,PosN,1Fam,1Story,7,7,1968,Hip,CompShg,BrkFace,Normal,262500
1348,15306,Pave,AllPub,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Partial,283463
1349,16196,Pave,AllPub,Norm,1Fam,1Story,7,5,1998,Gable,CompShg,VinylSd,Normal,215000
1350,5250,Pave,AllPub,Norm,1Fam,2Story,8,5,1872,Gable,CompShg,MetalSd,Normal,122000
1351,11643,Pave,AllPub,Artery,Duplex,2Story,5,5,1969,Gable,CompShg,MetalSd,Normal,200000
1352,9247,Pave,AllPub,Norm,1Fam,2Story,6,6,1962,Gable,CompShg,HdBoard,Normal,171000
1353,6000,Pave,AllPub,Norm,1Fam,1.5Fin,6,9,1937,Gable,CompShg,MetalSd,Normal,134900
1354,14720,Pave,AllPub,Norm,1Fam,1.5Fin,8,5,1995,Hip,CompShg,VinylSd,Normal,410000
1355,10316,Pave,AllPub,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,Normal,235000
1356,10192,Pave,AllPub,Norm,1Fam,SLvl,7,6,1968,Gable,CompShg,MetalSd,Normal,170000
1357,9477,Pave,AllPub,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,HdBoard,Normal,110000
1358,12537,Pave,AllPub,Norm,1Fam,1Story,5,6,1971,Gable,CompShg,VinylSd,Normal,149900
1359,2117,Pave,AllPub,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,Normal,177500
1360,16737,Pave,AllPub,Norm,1Fam,1Story,9,5,2004,Hip,CompShg,VinylSd,Normal,315000
1361,9842,Pave,AllPub,Feedr,1Fam,2Story,5,6,1921,Gable,CompShg,MetalSd,Normal,189000
1362,16158,Pave,AllPub,Norm,1Fam,1Story,7,5,2005,Hip,CompShg,VinylSd,Normal,260000
1363,12513,Pave,AllPub,Feedr,1Fam,1.5Fin,4,4,1920,Gable,CompShg,VinylSd,Normal,104900
1364,8499,Pave,AllPub,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,Partial,156932
1365,3180,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2005,Gable,CompShg,MetalSd,Abnorml,144152
1366,7500,Pave,AllPub,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,Normal,216000
1367,9179,Pave,AllPub,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,Abnorml,193000
1368,2665,Pave,AllPub,Norm,TwnhsE,2Story,5,6,1977,Gable,CompShg,CemntBd,Normal,127000
1369,4435,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,Normal,144000
1370,10635,Pave,AllPub,Norm,1Fam,1Story,8,5,2003,Hip,CompShg,VinylSd,Normal,232000
1371,5400,Pave,AllPub,Artery,1Fam,1.5Fin,4,6,1920,Gable,CompShg,CBlock,Normal,105000
1372,9600,Pave,AllPub,Norm,1Fam,SLvl,6,6,1955,Hip,CompShg,AsbShng,Normal,165500
1373,9750,Pave,AllPub,Norm,1Fam,2Story,7,6,1998,Gable,CompShg,VinylSd,Normal,274300
1374,11400,Pave,AllPub,Norm,1Fam,1Story,10,5,2001,Hip,CompShg,VinylSd,Normal,466500
1375,10625,Pave,AllPub,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,CemntBd,Normal,250000
1376,10991,Pave,AllPub,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Partial,239000
1377,6292,Pave,AllPub,Norm,1Fam,1Story,6,5,1930,Gable,CompShg,Wd Sdng,Normal,91000
1378,10998,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1941,Gable,CompShg,Wd Sdng,Normal,117000
1379,1953,Pave,AllPub,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,Normal,83000
1380,9735,Pave,AllPub,Norm,1Fam,SLvl,5,5,2006,Gable,CompShg,VinylSd,Normal,167500
1381,8212,Pave,AllPub,Norm,1Fam,1Story,3,3,1914,Gable,CompShg,Stucco,Normal,58500
1382,12925,Pave,AllPub,Norm,1Fam,1Story,6,7,1970,Gable,CompShg,BrkFace,Normal,237500
1383,7200,Pave,AllPub,Norm,1Fam,2Story,7,7,1920,Hip,CompShg,Wd Sdng,Normal,157000
1384,25339,Pave,AllPub,Norm,1Fam,1Story,5,7,1918,Gable,CompShg,Wd Sdng,Normal,112000
1385,9060,Pave,AllPub,Norm,1Fam,1.5Fin,6,5,1939,Gable,CompShg,WdShing,Normal,105000
1386,5436,Pave,AllPub,Norm,1Fam,1.5Fin,4,8,1922,Gable,CompShg,VinylSd,Normal,125500
1387,16692,Pave,AllPub,RRAn,1Fam,2Story,7,5,1978,Gable,CompShg,Plywood,Normal,250000
1388,8520,Pave,AllPub,Artery,1Fam,1.5Fin,6,7,1916,Gable,CompShg,Stucco,Family,136000
1389,14892,Pave,AllPub,Norm,1Fam,1Story,9,5,2006,Gable,CompShg,VinylSd,Normal,377500
1390,6000,Pave,AllPub,Norm,1Fam,1.5Fin,6,6,1941,Gable,CompShg,Wd Sdng,Normal,131000
1391,9100,Pave,AllPub,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,Normal,235000
1392,8944,Pave,AllPub,Norm,Duplex,1Story,5,5,1967,Gable,CompShg,Plywood,Normal,124000
1393,7838,Pave,AllPub,Norm,1Fam,SFoyer,5,5,1967,Gable,CompShg,HdBoard,Normal,123000
1394,10800,Pave,AllPub,Norm,2fmCon,1.5Fin,6,7,1905,Gable,CompShg,Wd Sdng,Normal,163000
1395,4045,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2006,Hip,CompShg,VinylSd,Partial,246578
1396,12665,Pave,AllPub,Norm,1Fam,2Story,8,5,2005,Hip,CompShg,VinylSd,Normal,281213
1397,57200,Pave,AllPub,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,Wd Sdng,Normal,160000
1398,6120,Pave,AllPub,Norm,1Fam,2Story,5,8,1920,Gable,CompShg,MetalSd,Normal,137500
1399,7200,Pave,AllPub,Norm,1Fam,1.5Fin,5,4,1950,Gable,CompShg,VinylSd,Normal,138000
1400,6171,Pave,AllPub,Norm,1Fam,1.5Fin,6,6,1925,Gable,CompShg,WdShing,Normal,137450
1401,6000,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1929,Gable,CompShg,WdShing,Normal,120000
1402,7415,Pave,AllPub,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,Normal,193000
1403,6762,Pave,AllPub,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,Partial,193879
1404,15256,Pave,AllPub,RRAn,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Normal,282922
1405,10410,Pave,AllPub,Artery,1Fam,1.5Fin,3,4,1915,Gable,CompShg,Wd Sdng,Family,105000
1406,3842,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2004,Hip,CompShg,CemntBd,Normal,275000
1407,8445,Pave,AllPub,Norm,1Fam,SFoyer,5,7,1972,Gable,CompShg,HdBoard,Normal,133000
1408,8780,Pave,AllPub,Norm,1Fam,1Story,5,5,1985,Gable,CompShg,HdBoard,Normal,112000
1409,7740,Pave,AllPub,Norm,1Fam,2Story,4,7,1910,Gable,CompShg,VinylSd,Normal,125500
1410,20544,Pave,AllPub,Norm,1Fam,2Story,7,6,1986,Gable,CompShg,Plywood,Normal,215000
1411,12420,Pave,AllPub,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,Normal,230000
1412,9600,Pave,AllPub,Norm,1Fam,1.5Fin,6,8,1950,Gable,CompShg,VinylSd,Normal,140000
1413,7200,Pave,AllPub,Norm,Duplex,1Story,4,5,1949,Gable,CompShg,BrkFace,Normal,90000
1414,10994,Pave,AllPub,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,Abnorml,257000
1415,13053,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1923,Gambrel,CompShg,Wd Sdng,Normal,207000
1416,3635,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,Normal,175900
1417,11340,Pave,AllPub,Norm,2fmCon,2Story,4,6,1885,Gable,CompShg,VinylSd,Normal,122500
1418,16545,Pave,AllPub,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,Normal,340000
1419,9204,Pave,AllPub,Norm,1Fam,1Story,5,5,1963,Gable,CompShg,HdBoard,Normal,124000
1420,16381,Pave,AllPub,Norm,1Fam,1Story,6,5,1969,Gable,CompShg,Plywood,Normal,223000
1421,11700,Pave,AllPub,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,HdBoard,Normal,179900
1422,4043,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1977,Gable,CompShg,Plywood,Normal,127500
1423,4435,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,Normal,136500
1424,19690,Pave,AllPub,Norm,1Fam,SLvl,6,7,1966,Flat,Tar&Grv,Plywood,Alloca,274970
1425,9503,Pave,AllPub,Norm,1Fam,1Story,5,5,1958,Hip,CompShg,HdBoard,Normal,144000
1426,10721,Pave,AllPub,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,HdBoard,Normal,142000
1427,10944,Pave,AllPub,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,Normal,271000
1428,10930,Pave,AllPub,Artery,1Fam,1.5Fin,5,6,1945,Gable,CompShg,MetalSd,Normal,140000
1429,7200,Pave,AllPub,Norm,1Fam,1Story,5,7,1940,Gable,CompShg,MetalSd,Abnorml,119000
1430,12546,Pave,AllPub,Norm,1Fam,1Story,6,7,1981,Gable,CompShg,MetalSd,Normal,182900
1431,21930,Pave,AllPub,RRAn,1Fam,2Story,5,5,2005,Gable,CompShg,VinylSd,Normal,192140
1432,4928,Pave,AllPub,Norm,TwnhsE,1Story,6,6,1976,Gable,CompShg,Plywood,Normal,143750
1433,10800,Pave,AllPub,Norm,1Fam,1Story,4,6,1927,Gable,CompShg,Wd Sdng,Normal,64500
1434,10261,Pave,AllPub,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,Normal,186500
1435,17400,Pave,AllPub,Norm,1Fam,1Story,5,5,1977,Gable,CompShg,BrkFace,Normal,160000
1436,8400,Pave,AllPub,Norm,1Fam,1Story,6,9,1962,Gable,CompShg,Wd Sdng,Abnorml,174000
1437,9000,Pave,AllPub,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,Normal,120500
1438,12444,Pave,AllPub,Norm,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,Partial,394617
1439,7407,Pave,AllPub,Artery,1Fam,1Story,6,7,1957,Gable,CompShg,MetalSd,Normal,149700
1440,11584,Pave,AllPub,Norm,1Fam,SLvl,7,6,1979,Hip,CompShg,HdBoard,Normal,197000
1441,11526,Pave,AllPub,Norm,1Fam,2.5Fin,6,7,1922,Gable,CompShg,MetalSd,Normal,191000
1442,4426,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,Normal,149300
1443,11003,Pave,AllPub,Norm,1Fam,2Story,10,5,2008,Gable,CompShg,VinylSd,Normal,310000
1444,8854,Pave,AllPub,Norm,1Fam,1.5Unf,6,6,1916,Gable,CompShg,Wd Sdng,Normal,121000
1445,8500,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,Normal,179600
1446,8400,Pave,AllPub,Norm,1Fam,SFoyer,6,5,1966,Gable,CompShg,VinylSd,Normal,129000
1447,26142,Pave,AllPub,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,HdBoard,Normal,157900
1448,10000,Pave,AllPub,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,Normal,240000
1449,11767,Pave,AllPub,Norm,1Fam,2Story,4,7,1910,Gable,CompShg,MetalSd,Normal,112000
